,Date,Year,Type,Country,Sex,Age,Fatal (Y/N),Time,Fatal,Male,Female
317,11-Jan-2016,2016.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
318,05-Jan-2016,2016.0,Unprovoked,AUSTRALIA,M,11,N,Tarde,0,1,0
319,02-Jan-2016,2016.0,Unprovoked,AUSTRALIA,M,31,N,Manhã,0,1,0
320,26-Dec-2015,2015.0,Boating,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
321,25-Dec-2015,2015.0,Unprovoked,SPAIN,F,38,N,Manhã,0,0,1
322,22-Dec-2015,2015.0,Unprovoked,USA,M,71,N,Manhã,0,1,0
323,21-Dec-2015,2015.0,Unprovoked,AUSTRALIA,M,43,N,Manhã,0,1,0
324,21-Dec-2015,2015.0,Unprovoked,BRAZIL,M,32,N,Manhã,0,1,0
325,19-Dec-2015,2015.0,Unprovoked,ARUBA,M,58,Y,Manhã,1,1,0
327,11-Dec-2015,2015.0,Unprovoked,BAHAMAS,M,26,N,Manhã,0,1,0
328,08-Dec-2015,2015.0,Unprovoked,SOUTH AFRICA,F,22,N,Manhã,0,0,1
329,20-Nov-2015,2015.0,Unprovoked,ECUADOR,M,55,N,Manhã,0,1,0
330,16-Nov-2015,2015.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
331,15-Nov-2015,2015.0,Unprovoked,USA,F,Não informada,N,Manhã,0,0,1
332,15-Nov-2015,2015.0,Unprovoked,USA,M,28,N,Manhã,0,1,0
333,10-Nov-2015,2015.0,Unprovoked,AUSTRALIA,M,20,N,Tarde,0,1,0
334,07-Nov-2015,2015.0,Invalid,USA,F,9,N,Manhã,0,0,1
335,03-Nov-2015,2015.0,Unprovoked,USA,M,54,N,Manhã,0,1,0
336,01-Nov-2015,2015.0,Unprovoked,USA,F,28,N,Tarde,0,0,1
337,01-Nov-2015,2015.0,Unprovoked,MOZAMBIQUE,M,19,N,Madrugada,0,1,0
338,30-Oct-2015,2015.0,Unprovoked,AUSTRALIA,M,50,N,Manhã,0,1,0
339,28-Oct-2015,2015.0,Unprovoked,USA,M,10,N,Tarde,0,1,0
340,25-Oct-2015,2015.0,Unprovoked,SOUTH AFRICA,M,42,N,Tarde,0,1,0
341,21-Oct-2015,2015.0,Unprovoked,USA,M,21,N,Tarde,0,1,0
342,19-Oct-2015,2015.0,Unprovoked,USA,M,21,N,Manhã,0,1,0
343,17-Oct-2015,2015.0,Unprovoked,MOZAMBIQUE,F,35,Y,Manhã,1,0,1
344,17-Oct-2015,2015.0,Invalid,USA,M,32,N,Noite,0,1,0
345,17-Oct-2015,2015.0,Unprovoked,USA,M,44,N,Manhã,0,1,0
346,13-Oct-2015,2015.0,Boating,USA,M,Não informada,N,Manhã,0,1,0
347,09-Oct-2015,2015.0,Unprovoked,USA,F,9,N,Tarde,0,0,1
348,09-Oct-2015,2015.0,Unprovoked,USA,M,25,N,Manhã,0,1,0
349,08-Oct-2015,2015.0,Unprovoked,MOZAMBIQUE,M,Não informada,N,Manhã,0,1,0
350,07-Oct-2015,2015.0,Unprovoked,AUSTRALIA,M,18,N,Tarde,0,1,0
351,05-Oct-2015,2015.0,Unprovoked,USA,M,22,N,Manhã,0,1,0
352,05-Oct-2015,2015.0,Unprovoked,USA,M,13,N,Manhã,0,1,0
353,04-Oct-2015,2015.0,Unprovoked,USA,M,14,N,Manhã,0,1,0
354,29-Sep-2015,2015.0,Unprovoked,USA,M,22,N,Tarde,0,1,0
355,26-Sep-2015,2015.0,Unprovoked,AUSTRALIA,F,7,N,Tarde,0,0,1
356,24-Sep-2015,2015.0,Boating,USA,M,Não informada,N,Manhã,0,1,0
357,20-Sep-2015,2015.0,Unprovoked,USA,M,14,N,Tarde,0,1,0
358,20-Sep-2015,2015.0,Unprovoked,USA,M,27,N,Tarde,0,1,0
359,20-Sep-2015,2015.0,Unprovoked,USA,M,12,N,Manhã,0,1,0
360,20-Sep-2015,2015.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
361,19-Sep-2015,2015.0,Boating,USA,M,Não informada,N,Manhã,0,1,0
362,18-Sep-2015,2015.0,Unprovoked,USA,M,Não informada,N,Noite,0,1,0
363,17-Sep-2015,2015.0,Unprovoked,USA,M,20,N,Tarde,0,1,0
364,08-Sep-2015,2015.0,Unprovoked,AUSTRALIA,M,42,N,Manhã,0,1,0
365,06-Sep-2015,2015.0,Unprovoked,USA,F,50,N,Tarde,0,0,1
366,05-Sep-2015,2015.0,Provoked,USA,M,29,N,Tarde,0,1,0
367,04-Sep-2015,2015.0,Unprovoked,AUSTRALIA,M,62,N,Manhã,0,1,0
368,03-Sep-2015,2015.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
369,01-Sep-2015,2015.0,Unprovoked,THAILAND,F,37,N,Manhã,0,0,1
371,29-Aug-2015,2015.0,Unprovoked,USA,F,54,N,Manhã,0,0,1
372,29-Aug-2015,2015.0,Unprovoked,USA,M,21,N,Manhã,0,1,0
373,22-Aug-2015,2015.0,Invalid,USA,M,Não informada,N,Noite,0,1,0
374,22-Aug-2015,2015.0,Unprovoked,AUSTRALIA,M,38,N,Tarde,0,1,0
375,20-Aug-2015,2015.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
376,19-Aug-2015,2015.0,Unprovoked,USA,F,10,N,Tarde,0,0,1
377,18-Aug-2015,2015.0,Boating,USA,M,22,N,Manhã,0,1,0
378,18-Aug-2015,2015.0,Invalid,SPAIN,M,10,N,Manhã,0,1,0
379,10-Aug-2015,2015.0,Provoked,USA,M,57,N,Manhã,0,1,0
380,31-Jul-2015,2015.0,Unprovoked,AUSTRALIA,M,52,N,Manhã,0,1,0
381,28-Jul-2015,2015.0,Unprovoked,COSTA RICA,M,47,N,Manhã,0,1,0
383,26-Jul-2015,2015.0,Unprovoked,USA,M,25,N,Noite,0,1,0
384,26-Jul-2015,2015.0,Invalid,USA,F,35,N,Manhã,0,0,1
385,25-Jul-2015,2015.0,Unprovoked,AUSTRALIA,M,46,Y,Manhã,1,1,0
386,23-Jul-2015,2015.0,Provoked,USA,M,31,N,Manhã,0,1,0
387,23-Jul-2015,2015.0,Unprovoked,AUSTRALIA,M,40,N,Manhã,0,1,0
388,22-Jul-2015,2015.0,Unprovoked,REUNION,M,45,N,Manhã,0,1,0
389,19-Jul-2015,2015.0,Unprovoked,SOUTH AFRICA,M,34,N,Manhã,0,1,0
390,10-Jul-2015,2015.0,Unprovoked,USA,M,38,N,Manhã,0,1,0
391,08-Jul-2015,2015.0,Invalid,USA,M,39,N,Manhã,0,1,0
392,06-Jul-2015,2015.0,Invalid,FRENCH POLYNESIA,M,Não informada,N,Manhã,0,1,0
393,04-Jul-2015,2015.0,Unprovoked,BAHAMAS,F,23,N,Manhã,0,0,1
394,04-Jul-2015,2015.0,Unprovoked,USA,M,32,N,Tarde,0,1,0
395,03-Jul-2015,2015.0,Unprovoked,AUSTRALIA,M,52,N,Manhã,0,1,0
396,02-Jul-2015,2015.0,Unprovoked,AUSTRALIA,M,32,N,Manhã,0,1,0
397,01-Jul-2015,2015.0,Unprovoked,USA,M,68,N,Manhã,0,1,0
398,30-Jun-2015,2015.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
399,30-Jun-2015,2015.0,Unprovoked,USA,M,12,N,Tarde,0,1,0
400,27-Jun-2015,2015.0,Unprovoked,USA,M,18,N,Tarde,0,1,0
401,27-Jun-2015,2015.0,Unprovoked,SOUTH AFRICA,M,19,N,Tarde,0,1,0
402,26-Jun-2015,2015.0,Invalid,USA,F,Não informada,N,Noite,0,0,1
403,26-Jun-2015,2015.0,Unprovoked,SOUTH AFRICA,M,23,N,Tarde,0,1,0
404,26-Jun-2015,2015.0,Unprovoked,USA,M,43,N,Manhã,0,1,0
405,25-Jun-2015,2015.0,Provoked,AUSTRALIA,M,19,N,Manhã,0,1,0
406,25-Jun-2015,2015.0,Unprovoked,USA,M,47,N,Manhã,0,1,0
407,24-Jun-2015,2015.0,Unprovoked,USA,M,6,N,Manhã,0,1,0
408,24-Jun-2015,2015.0,Invalid,AUSTRALIA,F,37,N,Manhã,0,0,1
409,23-Jun-2015,2015.0,Unprovoked,USA,M,9,N,Manhã,0,1,0
410,19-Jun-2015,2015.0,Unprovoked,PUERTO RICO,M,36,N,Manhã,0,1,0
411,17-Jun-2015,2015.0,Unprovoked,USA,M,10,N,Manhã,0,1,0
412,14-Jun-2015,2015.0,Unprovoked,USA,M,16,N,Tarde,0,1,0
413,14-Jun-2015,2015.0,Unprovoked,USA,F,12,N,Tarde,0,0,1
414,13-Jun-2015,2015.0,Unprovoked,USA,F,Não informada,N,Manhã,0,0,1
415,11-Jun-2015,2015.0,Unprovoked,USA,F,13,N,Manhã,0,0,1
416,07-Jun-2015,2015.0,Unprovoked,USA,M,11,N,Manhã,0,1,0
417,05-Jun-2015,2015.0,Unprovoked,USA,F,17,N,Manhã,0,0,1
418,01-Jun-2015,2015.0,Unprovoked,REUNION,M,47,N,Tarde,0,1,0
419,29-May-2015,2015.0,Unprovoked,USA,F,14,N,Tarde,0,0,1
420,29-May-2015,2015.0,Unprovoked,USA,F,19,N,Manhã,0,0,1
421,25-May-2015,2015.0,Unprovoked,FRENCH POLYNESIA,M,19,N,Manhã,0,1,0
422,24-May-2015,2015.0,Unprovoked,USA,F,13,N,Manhã,0,0,1
424,15-May-2015,2015.0,Unprovoked,USA,M,30,N,Tarde,0,1,0
425,09-May-2015,2015.0,Unprovoked,NEW CALEDONIA,M,50,Y,Manhã,1,1,0
426,07-May-2015,2015.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
427,03-May-2015,2015.0,Unprovoked,AUSTRALIA,M,Não informada,N,Tarde,0,1,0
428,02-May-2015,2015.0,Unprovoked,SOUTH AFRICA,M,29,N,Manhã,0,1,0
429,29-Apr-2015,2015.0,Unprovoked,USA,F,65,Y,Manhã,1,0,1
430,26-Apr-2015,2015.0,Unprovoked,USA,M,63,N,Tarde,0,1,0
431,25-Apr-2015,2015.0,Unprovoked,AUSTRALIA,M,26,N,Manhã,0,1,0
432,24-Jun-2015,2015.0,Unprovoked,AUSTRALIA,M,71,N,Manhã,0,1,0
433,13-Apr-2015,2015.0,Unprovoked,USA,M,48,N,Manhã,0,1,0
434,12-Apr-2015,2015.0,Unprovoked,REUNION,M,13,Y,Manhã,1,1,0
435,11-Apr-2015,2015.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
436,03-Apr-2015,2015.0,Unprovoked,USA,M,70,N,Tarde,0,1,0
437,29-Mar-2015,2015.0,Invalid,ITALY,M,43,N,Manhã,0,1,0
438,31-Mar-2015,2015.0,Invalid,BRAZIL,M,23,N,Manhã,0,1,0
439,26-Mar-2015,2015.0,Boating,SOUTH AFRICA,M,36,N,Manhã,0,1,0
440,21-Mar-2015,2015.0,Unprovoked,EGYPT,M,52,Y,Manhã,1,1,0
441,18-Mar-2015,2015.0,Unprovoked,USA,M,58,N,Manhã,0,1,0
442,16-Mar-2015,2015.0,Unprovoked,FRENCH POLYNESIA,M,9,N,Manhã,0,1,0
443,11-Mar-2015,2015.0,Boating,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
444,10-Mar-2015,2015.0,Provoked,MEXICO,M,36,N,Manhã,0,1,0
445,07-Mar-2015,2015.0,Unprovoked,FRENCH POLYNESIA,M,1,N,Manhã,0,1,0
447,14-Feb-2015,2015.0,Unprovoked,REUNION,F,22,Y,Tarde,1,0,1
448,09-Feb-2015,2015.0,Unprovoked,AUSTRALIA,M,41,Y,Manhã,1,1,0
449,08-Feb-2015,2015.0,Unprovoked,AUSTRALIA,M,35,N,Manhã,0,1,0
450,05-Feb-2015,2015.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
451,30-Jan-2015,2015.0,Boating,AUSTRALIA,M,57,N,Madrugada,0,1,0
452,27-Jan-2015,2015.0,Provoked,USA,M,20,N,Madrugada,0,1,0
453,24-Jan-2015,2015.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
454,23-Jan-2015,2015.0,Unprovoked,SOUTH AFRICA,M,24,N,Tarde,0,1,0
455,19-Jan-2015,2015.0,Boating,USA,M,Não informada,N,Manhã,0,1,0
456,19-Jan-2015,2015.0,Invalid,AUSTRALIA,F,Não informada,N,Manhã,0,0,1
457,17-Jan-2015,2015.0,Boating,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
458,16-Jan-2015,2015.0,Unprovoked,AUSTRALIA,M,17,N,Manhã,0,1,0
459,08-Jan-2015,2015.0,Invalid,USA,M,38,N,Noite,0,1,0
460,06-Jan-2015,2015.0,Unprovoked,BAHAMAS,F,34,N,Tarde,0,0,1
461,03-Jan-2015,2015.0,Unprovoked,SOUTH AFRICA,M,15,N,Manhã,0,1,0
462,01-Jan-2015,2015.0,Unprovoked,USA,M,12,N,Tarde,0,1,0
464,29-Dec-2014,2014.0,Unprovoked,AUSTRALIA,M,17,Y,Manhã,1,1,0
467,28-Dec-2014,2014.0,Unprovoked,USA,M,50,N,Manhã,0,1,0
468,28-Dec-2014,2014.0,Provoked,AUSTRALIA,M,40,N,Manhã,0,1,0
469,23-Dec-2014,2014.0,Unprovoked,JAPAN,M,Não informada,N,Manhã,0,1,0
470,15-Dec-2014,2014.0,Unprovoked,AUSTRALIA,M,17,Y,Manhã,1,1,0
471,03-Dec-2014,2014.0,Provoked,SPAIN,M,Não informada,N,Manhã,0,1,0
472,29-Nov-2014,2014.0,Unprovoked,AUSTRALIA,M,13,N,Manhã,0,1,0
473,20-Nov-2014,2014.0,Provoked,MAURITIUS,M,39,Y,Manhã,1,1,0
474,19-Nov-2014,2014.0,Boating,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
476,16-Nov-2014,2014.0,Unprovoked,USA,M,44,N,Manhã,0,1,0
477,13-Nov-2014,2014.0,Unprovoked,USA,M,53,N,Manhã,0,1,0
478,10-Nov-2014,2014.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
479,08-Nov-2014,2014.0,Unprovoked,USA,M,18,N,Tarde,0,1,0
480,31-Oct-2014,2014.0,Unprovoked,USA,F,34,N,Manhã,0,0,1
481,29-Oct-2014,2014.0,Provoked,AUSTRALIA,M,20,N,Tarde,0,1,0
482,22-Oct-2014,2014.0,Unprovoked,USA,F,Não informada,N,Manhã,0,0,1
483,20-Oct-2014,2014.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
484,19-Oct-2014,2014.0,Boating,USA,F,Não informada,N,Manhã,0,0,1
485,18-Oct-2014,2014.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
486,17-Oct-2014,2014.0,Unprovoked,AUSTRALIA,F,13,N,Manhã,0,0,1
487,14-Oct-2014,2014.0,Unprovoked,USA,F,7,N,Manhã,0,0,1
488,12-Oct-2014,2014.0,Unprovoked,USA,F,Não informada,N,Tarde,0,0,1
489,11-Oct-2014,2014.0,Boating,AUSTRALIA,M,Não informada,N,Tarde,0,1,0
490,05-Oct-2014,2014.0,Unprovoked,USA,M,29,N,Manhã,0,1,0
491,07-Oct-2014,2014.0,Unprovoked,USA,F,40,N,Tarde,0,0,1
492,05-Oct-2014,2014.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
493,03-Oct-2014,2014.0,Boating,USA,M,Não informada,N,Tarde,0,1,0
494,03-Oct-2014,2014.0,Boating,USA,M,Não informada,N,Manhã,0,1,0
495,02-Oct-2014,2014.0,Unprovoked,USA,M,28,N,Tarde,0,1,0
496,02-Oct-2014,2014.0,Unprovoked,AUSTRALIA,M,23,N,Manhã,0,1,0
497,21-Sep-2014,2014.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
498,12-Sep-2014,2014.0,Unprovoked,FRENCH POLYNESIA,F,36,N,Manhã,0,0,1
499,13-Sep-2014,2014.0,Invalid,USA,M,Não informada,N,Tarde,0,1,0
500,09-Sep-2014,2014.0,Unprovoked,AUSTRALIA,M,50,Y,Manhã,1,1,0
501,06-Sep-2014,2014.0,Unprovoked,USA,M,43,N,Manhã,0,1,0
502,03-Sep-2014,2014.0,Boating,USA,F,20,N,Tarde,0,0,1
503,02-Sep-2014,2014.0,Provoked,USA,M,52,N,Noite,0,1,0
505,31-Aug-2014,2014.0,Unprovoked,USA,F,13,N,Tarde,0,0,1
506,29-Aug-2014,2014.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
508,28-Aug-2014,2014.0,Provoked,USA,M,33,N,Manhã,0,1,0
509,27-Aug-2014,2014.0,Unprovoked,SPAIN,F,30,N,Manhã,0,0,1
510,27-Aug-2014,2014.0,Unprovoked,USA,M,29,N,Manhã,0,1,0
511,27-Aug-2014,2014.0,Unprovoked,USA,F,Não informada,N,Tarde,0,0,1
512,25-Aug-2014,2014.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
514,16-Aug-2014,2014.0,Unprovoked,AUSTRALIA,M,31,N,Manhã,0,1,0
515,12-Aug-2014,2014.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
516,10-Aug-2014,2014.0,Unprovoked,USA,M,26,N,Manhã,0,1,0
517,09-Aug-2014,2014.0,Unprovoked,BAHAMAS,M,Não informada,N,Manhã,0,1,0
518,09-Aug-2014,2014.0,Unprovoked,USA,F,10,N,Manhã,0,0,1
519,08-Aug-2014,2014.0,Unprovoked,USA,M,7,N,Tarde,0,1,0
520,06-Aug-2014,2014.0,Unprovoked,USA,M,10,N,Tarde,0,1,0
521,05-Aug-2014,2014.0,Unprovoked,USA,F,45,N,Manhã,0,0,1
522,02-Aug-2014,2014.0,Unprovoked,USA,M,50,N,Manhã,0,1,0
523,02-Aug-2014,2014.0,Unprovoked,USA,M,8,N,Manhã,0,1,0
524,01-Aug-2014,2014.0,Unprovoked,SOUTH AFRICA,M,20,N,Tarde,0,1,0
526,27-Jul-2014,2014.0,Unprovoked,USA,M,10,N,Manhã,0,1,0
527,22-Jul-2014,2014.0,Unprovoked,REUNION,M,51,N,Tarde,0,1,0
528,21-Jul-2014,2014.0,Unprovoked,USA,M,8,N,Tarde,0,1,0
530,16-Jul-2014,2014.0,Unprovoked,USA,M,61,N,Tarde,0,1,0
531,14-Jul-2014,2014.0,Unprovoked,USA,M,39,N,Tarde,0,1,0
532,13-Jul-2014,2014.0,Invalid,BAHAMAS,M,63,N,Noite,0,1,0
533,12-Jul-2014,2014.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
538,27-Jun-2014,2014.0,Boating,ST. MARTIN,M,48,N,Manhã,0,1,0
539,25-Jun-2014,2014.0,Unprovoked,BAHAMAS,M,42,N,Manhã,0,1,0
540,18-Jun-2014,2014.0,Unprovoked,AUSTRALIA,M,Não informada,N,Tarde,0,1,0
541,18-Jun-2014,2014.0,Unprovoked,AUSTRALIA,M,15,N,Tarde,0,1,0
542,17-Jun-2014,2014.0,Provoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
543,09-Jun-2014,2014.0,Unprovoked,BRAZIL,M,43,N,Manhã,0,1,0
544,09-Jun-2014,2014.0,Unprovoked,USA,M,16,N,Tarde,0,1,0
545,09-Jun-2014,2014.0,Unprovoked,AUSTRALIA,M,39,N,Manhã,0,1,0
546,08-Jun-2014,2014.0,Unprovoked,JAPAN,M,43,N,Tarde,0,1,0
547,07-Jun-2014,2014.0,Unprovoked,USA,F,14,N,Tarde,0,0,1
548,01-Jun-2014,2014.0,Unprovoked,USA,F,22,N,Manhã,0,0,1
549,01-Jun-2014,2014.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
550,01-Jun-2014,2014.0,Unprovoked,USA,F,37,N,Manhã,0,0,1
551,24-May-2014,2014.0,Unprovoked,AUSTRALIA,F,29,N,Manhã,0,0,1
552,23-May-2014,2014.0,Unprovoked,FRANCE,M,Não informada,N,Manhã,0,1,0
553,22-May-2014,2014.0,Provoked,AUSTRALIA,M,10,N,Manhã,0,1,0
554,15-May-2014,2014.0,Unprovoked,USA,F,38,N,Manhã,0,0,1
555,14-May-2014,2014.0,Unprovoked,AUSTRALIA,M,35,N,Manhã,0,1,0
557,11-May-2014,2014.0,Unprovoked,USA,M,12,N,Manhã,0,1,0
558,10-May-2014,2014.0,Invalid,USA,M,Não informada,N,Manhã,0,1,0
559,06-May-2014,2014.0,Unprovoked,USA,F,40,N,Tarde,0,0,1
561,01-May-2014,2014.0,Unprovoked,USA,M,23,N,Tarde,0,1,0
562,24-Apr-2014,2014.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
563,22-Apr-2014,2014.0,Unprovoked,USA,M,42,N,Tarde,0,1,0
564,15-Apr-2014,2014.0,Unprovoked,USA,M,25,N,Manhã,0,1,0
566,12-Apr-2014,2014.0,Provoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
567,04-Apr-2014,2014.0,Unprovoked,USA,M,10,N,Manhã,0,1,0
568,04-Apr-2014,2014.0,Unprovoked,USA,M,10,N,Manhã,0,1,0
569,03-Apr-2014,2014.0,Unprovoked,AUSTRALIA,F,63,Y,Manhã,1,0,1
570,29-Mar-2014,2014.0,Invalid,AUSTRALIA,M,38,N,Manhã,0,1,0
571,22-Mar-2014,2014.0,Unprovoked,SOUTH AFRICA,M,66,Y,Tarde,1,1,0
572,22-Mar-2014,2014.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
573,21-Mar-2014,2014.0,Unprovoked,USA,M,9,N,Manhã,0,1,0
574,18-Mar-2014,2014.0,Unprovoked,NEW CALEDONIA,M,42,N,Tarde,0,1,0
575,18-Mar-2014,2014.0,Unprovoked,AUSTRALIA,M,42,N,Manhã,0,1,0
576,18-Mar-2014,2014.0,Invalid,AUSTRALIA,F,10,N,Tarde,0,0,1
577,12-Mar-2014,2014.0,Unprovoked,AUSTRALIA,M,Não informada,N,Tarde,0,1,0
578,13-Mar-2014,2014.0,Invalid,CAYMAN ISLANDS,M,Não informada,N,Manhã,0,1,0
579,02-Mar-2014,2014.0,Unprovoked,USA,M,21,N,Manhã,0,1,0
580,20-Feb-2014,2014.0,Unprovoked,FRENCH POLYNESIA,M,21,N,Tarde,0,1,0
581,17-Feb-2014,2014.0,Boating,PAPUA NEW GUINEA,M,21,N,Noite,0,1,0
582,08-Feb-2014,2014.0,Unprovoked,AUSTRALIA,M,28,Y,Manhã,1,1,0
583,07-Feb-2014,2014.0,Provoked,TRINIDAD & TOBAGO,M,Não informada,N,Manhã,0,1,0
584,07-Feb-2014,2014.0,Unprovoked,NEW ZEALAND,M,28,N,Noite,0,1,0
585,26-Jan-2014,2014.0,Provoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
586,25-Jan-2014,2014.0,Unprovoked,NEW ZEALAND,M,24,N,Manhã,0,1,0
587,04-Jan-2014,2014.0,Boating,JAPAN,M,31,N,Manhã,0,1,0
590,25-Dec-2013,2013.0,Unprovoked,NEW CALEDONIA,M,37,N,Manhã,0,1,0
591,16-Dec-2013,2013.0,Unprovoked,SOUTH AFRICA,M,19,N,Manhã,0,1,0
592,13-Dec-2013,2013.0,Unprovoked,KIRIBATI,M,35,N,Manhã,0,1,0
593,11-Dec-2013,2013.0,Unprovoked,USA,M,29,N,Manhã,0,1,0
594,10-Dec-2013,2013.0,Unprovoked,USA,M,30,N,Tarde,0,1,0
595,05-Dec-2013,2013.0,Unprovoked,AUSTRALIA,M,26,N,Tarde,0,1,0
596,02-Dec-2013,2013.0,Unprovoked,USA,M,57,Y,Manhã,1,1,0
597,30-Nov-2013,2013.0,Unprovoked,AUSTRALIA,M,19,Y,Tarde,1,1,0
599,23-Nov-2013,2013.0,Unprovoked,AUSTRALIA,M,35,Y,Manhã,1,1,0
600,22-Nov-2013,2013.0,Unprovoked,USA,M,25,N,Manhã,0,1,0
601,12-Nov-2013,2013.0,Unprovoked,AUSTRALIA,M,Não informada,N,Tarde,0,1,0
602,10-Nov-2013,2013.0,Provoked,BAHAMAS,M,77,N,Manhã,0,1,0
603,07-Nov-2013,2013.0,Unprovoked,USA,M,16,N,Tarde,0,1,0
604,07-Nov-2013,2013.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
605,31-Oct-2013,2013.0,Unprovoked,USA,M,46,N,Tarde,0,1,0
606,28-Oct-2013,2013.0,Unprovoked,AUSTRALIA,F,60,N,Tarde,0,0,1
607,26-Oct-2013,2013.0,Unprovoked,REUNION,M,24,N,Tarde,0,1,0
608,26-Oct-2013,2013.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
609,24-Oct-2013,2013.0,Unprovoked,AUSTRALIA,M,41,N,Tarde,0,1,0
610,23-Oct-2013,2013.0,Unprovoked,USA,M,45,N,Tarde,0,1,0
611,20-Oct-2013,2013.0,Unprovoked,USA,M,25,N,Manhã,0,1,0
612,19-Oct-2013,2013.0,Unprovoked,USA,M,6,N,Tarde,0,1,0
613,11-Oct-2013,2013.0,Unprovoked,SOUTH AFRICA,M,74,Y,Manhã,1,1,0
614,08-Oct-2013,2013.0,Unprovoked,AUSTRALIA,M,55,N,Manhã,0,1,0
615,06-Oct-2013,2013.0,Unprovoked,USA,M,45,N,Manhã,0,1,0
616,10-Oct-2013,2013.0,Unprovoked,USA,M,12,N,Tarde,0,1,0
617,29-Sep-2013,2013.0,Unprovoked,USA,M,50,N,Manhã,0,1,0
618,29-Sep-2013,2013.0,Unprovoked,ISRAEL,M,27,N,Manhã,0,1,0
619,25-Sep-2013,2013.0,Unprovoked,USA,M,7,N,Manhã,0,1,0
620,21-Sep-2013,2013.0,Unprovoked,USA,M,45,N,Manhã,0,1,0
621,21-Sep-2013,2013.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
622,14-Sep-2013,2013.0,Unprovoked,USA,M,21,N,Tarde,0,1,0
623,12-Sep-2013,2013.0,Unprovoked,USA,F,13,N,Manhã,0,0,1
624,08-Sep-2013,2013.0,Unprovoked,USA,F,Não informada,N,Manhã,0,0,1
625,07-Sep-2013,2013.0,Provoked,USA,M,43,N,Tarde,0,1,0
626,07-Sep-2013,2013.0,Unprovoked,USA,M,25,N,Tarde,0,1,0
627,02-Sep-2013,2013.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
628,01-Sep-2013,2013.0,Provoked,USA,M,3,N,Manhã,0,1,0
629,01-Sep-2013,2013.0,Unprovoked,BAHAMAS,M,Não informada,N,Manhã,0,1,0
630,01-Sep-2013,2013.0,Unprovoked,USA,M,9,N,Manhã,0,1,0
631,31-Aug-2013,2013.0,Unprovoked,BAHAMAS,M,Não informada,N,Manhã,0,1,0
632,31-Aug-2013,2013.0,Unprovoked,USA,M,Não informada,N,Noite,0,1,0
633,29-Aug-2013,2013.0,Invalid,USA,F,47,N,Manhã,0,0,1
634,26-Aug-2013,2013.0,Provoked,FRANCE,M,50,N,Noite,0,1,0
635,25-Aug-2013,2013.0,Unprovoked,USA,F,11,N,Tarde,0,0,1
636,25-Aug-2013,2013.0,Unprovoked,AUSTRALIA,M,Não informada,N,Tarde,0,1,0
637,18-Aug-2013,2013.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
638,17-Aug-2013,2013.0,Unprovoked,USA,F,Não informada,N,Manhã,0,0,1
639,14-Aug-2013,2013.0,Unprovoked,USA,F,20,Y,Tarde,1,0,1
640,13-Aug-2013,2013.0,Unprovoked,USA,F,19,N,Manhã,0,0,1
641,11-Aug-2013,2013.0,Unprovoked,USA,M,10,N,Tarde,0,1,0
642,08-Aug-2013,2013.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
643,05-Aug-2013,2013.0,Unprovoked,USA,M,17,N,Tarde,0,1,0
644,31-Jul-2013,2013.0,Unprovoked,USA,F,56,N,Manhã,0,0,1
